binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,min max scaling,random label num 3,target,random label num 12,semi_constant_2,uniform corr 2,corr_feature_class,constant_1,semi_constant_1,pd qcut2,correlated w target 2,informative_2,outliers 1,duplicate_2,random choice 7,random choice 2,duplicate_1,pd qcut1,standard scaling,outliers 2,pd qcut3,constant_2,correlated w target 1,informative_1,uniform corr 1,multicollinearity 4,multicollinearity 2,multicollinearity 3,multicollinearity 1,random choice 4,class
binary_1,Jamie,,1958-10-09,001-467-459-2309,,54952 Butler Stravenue,Lake Lorifort,MH,,226.0358536156165,label num lo 1,0.37207405064847704,label num hi 6,q_const_0,,,constant_value,q_const_0,Q3,,-0.033445278955312796,-0.4059317861888739,-0.033445278955312796,Wednesday,Rand Choice 1,-0.7494594544842438,High,61142.79748366188,,,constant_value,1.8759041503059426,-0.7494594544842438,,,,0.001768993072196638,0.20865651269508728,,0
binary_2,Justin,Campbell,1961-05-14,,,951 Jessica Summit Suite 497,,,99751,294.5427679388142,label num lo 2,-1.432245377859252,,q_const_0,0.3580255301507357,-0.9592276825094688,constant_value,q_const_0,Q2,-1.7911785351662401,-0.6236297928527773,0.07799272203074906,-0.6236297928527773,Wednesday,Rand Choice 2,1.0795238209550095,Low,38576.170491328005,,G3,constant_value,4.018111733880071,1.0795238209550095,,0.6699811969449769,-1.1609558594634943,,,,0
binary_1,,,,,,522 Ryan Mission,North Elizabethborough,,,,,-1.8946619584141304,,q_const_0,0.37009546260457127,0.47199149818303665,constant_value,q_const_0_2,Q2,-2.728095211924327,-0.6052704784921703,0.1003685792753658,-0.6052704784921703,,Rand Choice 1,2.777597511863826,Low,43889.264320557544,,G3,constant_value,-1.9698072390634214,2.777597511863826,,2.5779512731950427,-0.04945762579884118,2.7945066306126902,-0.02631337018111064,South,0
binary_1,Laurie,,,277-872-7904,,1675 David Pass,Herreraport,,,266.3275191077504,label num lo 1,1.6329111746379477,label num hi 4,q_const_0,0.7079338743531316,1.6299218121731103,constant_value,q_const_0,Q3,,0.7803506737169242,-4.642669054680816,0.7803506737169242,Saturday,Rand Choice 1,0.8816297667082489,High,52290.25767562852,4.879515820279152,G5,constant_value,1.5863148254002253,0.8816297667082489,,0.44511226824667605,,0.6326746430061674,,,1
binary_1,Theresa,,1930-07-17,,,60342 Martin Junction,Lake Brookefurt,KY,53333,416.10612954562583,label num lo 1,1.459618446583798,label num hi 9,q_const_0,0.49725405351487356,,constant_value,q_const_0,Q3,,0.6871950927776602,1.5183618694906047,0.6871950927776602,Thursday,,0.7929448544192358,High,40256.58965306073,,G5,constant_value,-1.8204686729990485,0.7929448544192358,,-2.062770397729601,0.9475759835609876,-1.5923105744374042,,South,1
,Vincent,Li,1925-04-09,479.808.9462x11471,allenrobert@example.org,,,,,465.8281603594706,label num lo 2,-3.3262863470299306,label num hi 8,q_const_0,0.4232129445384081,4.615836023993147,constant_value,q_const_0,Q1,,-1.8378708873712044,-1.4878688471343473,-1.8378708873712044,,Rand Choice 1,-1.3109142136558412,,55322.76585616897,,G1,constant_value,-1.1688370412587785,-1.3109142136558412,0.20759030993292255,0.6839462607745987,,0.5848083514979562,-0.08089412734425466,South,0
binary_1,,,,957-865-5901x35898,,520 Jonathan Inlet,Virginiabury,,,,label num lo 3,-1.616863668195705,,q_const_0,,-0.695759608678697,constant_value,q_const_0,Q2,,-0.9790932582735589,-0.7168153759260635,-0.9790932582735589,,Rand Choice 2,-0.8720020498877926,Low,61636.28465026067,,G3,constant_value,-1.5085735048749664,-0.8720020498877926,0.7241939041832905,-0.6185326172312507,,-0.759839839437203,,,0
binary_1,Cindy,Hunt,1929-10-13,+1-694-598-7548,codytrujillo@example.com,770 Murray Course Suite 281,,,70331,,,-0.2534606276916894,label num hi 5,q_const_0,0.13174494821872407,5.418425227005583,constant_value,q_const_0,Q2,,-0.2795081050739694,2.1429868879728566,-0.2795081050739694,Monday,Rand Choice 2,-0.41582218012016314,Low,42652.345268281155,0.6759145111552014,G4,constant_value,-3.0255818435821884,-0.41582218012016314,0.10038230488560018,1.0872954149075644,-1.6077422504585792,1.598704349418958,-0.8578985030734678,,1
binary_1,Amanda,Howard,,724.285.3280,andersondonald@example.com,,Alecport,,88958,362.7154705203999,,-0.192783303481892,label num hi 5,q_const_0,0.2637869063569564,2.809454881132278,constant_value,q_const_0,Q2,-0.9222517630786885,-0.27245149727803475,-1.2516720982746483,-0.27245149727803475,Wednesday,Rand Choice 2,-0.5700338851266586,Low,,,,constant_value,1.952218319435538,-0.5700338851266586,0.5174805875290808,0.26494734726303054,-0.04426536170985134,0.1761235486235173,-0.3003372326070989,,1
,Renee,Hudson,1946-06-20,800-438-8272x02937,,,West John,,,,label num lo 1,-1.1066336429693622,label num hi 2,q_const_0,,1.4763287348714607,constant_value,q_const_0,Q2,-0.5169747653131963,-0.7663503145845871,1.2823905304958325,-0.7663503145845871,,,-1.0568988555646295,,50959.07480308096,3.1598830096799437,G3,constant_value,4.092032064491606,-1.0568988555646295,,-0.22204498672138692,,-0.3521021326475362,,,0
binary_2,,Clark,1976-01-23,,,,North Christopher,,,,label num lo 3,0.526590108535849,label num hi 4,q_const_0,,0.33352947242606645,constant_value,q_const_0,Q3,-0.22901439555523329,0.03744529382642203,-0.2492724532223257,0.03744529382642203,Monday,,-0.7586002710284524,High,,,G4,constant_value,1.2519791078046119,-0.7586002710284524,0.5364353761390119,-0.8539354276830242,,,,,0
binary_1,Amy,,,,,27938 Wendy Lake,West Tamara,,,213.78262210128298,label num lo 1,-3.2321327875206127,label num hi 5,q_const_0,0.18952533783682224,1.6302637701121876,constant_value,q_const_0,Q1,2.207656860049752,-1.5317369114649502,3.1296198741747583,-1.5317369114649502,Thursday,Rand Choice 2,0.5892481902700459,,43436.02578268329,,G2,constant_value,-0.08552050514846177,0.5892481902700459,,-0.05225048922549608,-0.447008225367079,-0.1277365801094849,-0.5858673110736266,West,0
binary_2,Timothy,,2020-08-21,,wadesteve@example.org,,,,,,label num lo 3,-2.247478496132568,,q_const_0,0.2513275314397888,,constant_value,q_const_0,Q1,,-0.9172710357936054,0.28145074219941024,-0.9172710357936054,,Rand Choice 2,1.7103368511949797,Low,,,G3,constant_value,-0.39442478797291947,1.7103368511949797,0.1751804055473325,,0.5724113855707315,1.9671500052180362,0.06015344717268949,East,0
binary_1,Elizabeth,Williams,1989-07-30,,,8397 Hines Ville Apt. 922,Eatonbury,GA,,,label num lo 2,1.3094096498894026,,q_const_0,0.8172682899089244,-0.03601498744990117,constant_value,q_const_0,Q3,,0.5870323573930554,-2.3732125592528357,0.5870323573930554,Sunday,Rand Choice 1,0.5753475355407579,High,47582.58496312857,-1.7399642833935207,G5,constant_value,1.082265343425104,0.5753475355407579,0.7575712696650745,-0.5669049603756573,,-0.5176435647978891,-1.5191761187379662,North,1
binary_1,Kimberly,,2007-01-13,235-798-4747x1739,,00262 Henry Rapid,East Rhonda,,,110.46208965860666,label num lo 2,2.9002870212417307,,q_const_0,,0.8509157880538374,constant_value,q_const_0,Q4,,1.4621309707452943,1.487319384413165,1.4621309707452943,Sunday,Rand Choice 1,1.5337580212928783,High,49353.684349022726,3.513070674397146,,constant_value,5.573898002996298,1.5337580212928783,0.7553194864604587,0.43593457422931214,,,2.3359142461143425,,1
binary_2,Marc,,1909-05-13,,,310 Richardson Circles Suite 166,Brownmouth,FL,61188,,label num lo 3,-0.7787995328172616,,q_const_0,0.7488975087452409,,constant_value,q_const_0,Q2,1.5334681002306199,-0.6029087394237289,2.9784812391376674,-0.6029087394237289,Sunday,Rand Choice 1,-0.9818223692718706,Low,48369.207931422054,,G4,constant_value,-0.5922665727476859,-0.9818223692718706,0.3091171619472739,-0.29033548194822323,,0.29718664967276026,-2.527118336891637,West,0
,Marie,,1994-02-02,+1-238-258-8124,,255 Deborah Shores Apt. 207,Jordanbury,DC,,374.0109996174605,label num lo 1,-1.409507738289413,,q_const_0,,2.5022387024638224,constant_value,q_const_0,Q2,,-0.8684736982130625,0.284931031316168,-0.8684736982130625,,,-0.7720245152446694,Low,,,G3,constant_value,-1.1555153706997572,-0.7720245152446694,0.4554128407102401,-0.8520454675120257,,-1.3559510385990046,,,0
binary_2,William,,,549.583.3246x69547,,7678 Smith Tunnel,Herringville,,,,label num lo 2,3.737187579538275,label num hi 11,q_const_0,0.7540131686243363,2.7732343057739985,constant_value,q_const_0,Q4,0.8679892557071016,1.9237179710396748,-0.3389588108377829,1.9237179710396748,Monday,Rand Choice 2,2.0468611161145427,High,,1.6548144426092053,G6,constant_value,5.875686723254053,2.0468611161145427,,1.4847807469539476,-0.6738129523936033,1.6653814637956275,-0.9526098215917609,East,1
binary_1,Melissa,Horton,1982-12-13,,,781 Benjamin Street,East Travis,AZ,,,label num lo 3,-1.1011820938479864,label num hi 1,q_const_0,0.7187360977876025,8.737932491068566,constant_value,q_const_0,Q2,,-0.6006383126936574,0.35183843553571564,-0.6006383126936574,Thursday,Rand Choice 1,0.12570856335320868,Low,,2.12474648927887,G3,constant_value,-2.1335997280356422,0.12570856335320868,0.7681226147466402,,0.33086335075142936,-0.37687658902486204,1.8424168426762264,West,1
,Jacqueline,,1937-04-21,(973)924-2089,nvaughn@example.net,8449 Guerra Harbors Apt. 193,Stephenchester,,75380,171.99215555244265,label num lo 2,1.0688628488331013,label num hi 10,q_const_0,0.41044408807290056,3.191283747447753,constant_value,q_const_0,Q3,1.0150079818685709,0.3020768829496563,,0.3020768829496563,,,-0.6758610688754207,,,,G5,constant_value,-2.5983810674326646,-0.6758610688754207,,-1.4218057679503655,-1.1566814419440232,,-0.47440326007104777,,0
,Terry,Herman,,,,,,,,351.3597801615526,label num lo 3,3.891046173742254,,q_const_0,0.6727832296392039,6.034994911712031,constant_value,q_const_0,Q4,4.504191494345495,2.049386774778182,-0.4931095994056576,2.049386774778182,,Rand Choice 2,2.4369704797733713,High,47860.39106882234,3.1018407215379886,,constant_value,1.0375543860782588,2.4369704797733713,0.8515339989395728,-0.47967636772733385,-0.16578238608260357,-0.35128277929533525,0.12322109852944478,,1
binary_1,Amber,Powell,1998-09-20,232-401-6330x21233,sandovalchristine@example.com,318 Carrillo Mount,Andreaview,,,141.5775425142043,label num lo 3,-3.241287235129236,label num hi 9,q_const_0,0.3420973863779804,1.404960098009251,constant_value,q_const_0,,-1.5211430299199469,-1.6121083423857887,0.981076648250599,-1.6121083423857887,Wednesday,Rand Choice 1,0.03770957513286011,,51045.05633915248,0.42900099895480803,G2,constant_value,-2.6394675148593416,0.03770957513286011,0.1304003982426521,-1.6617634404086932,0.3281786089285929,-1.364531223454941,0.389149708793048,,0
,Darren,,1962-12-26,447.889.8326,,024 Nicole Park Apt. 806,South Kathleen,OH,53444,,label num lo 1,-2.253223621455537,label num hi 10,q_const_0,,,constant_value,q_const_0,Q1,-3.147665335994808,-0.9308076947076896,-1.8247820951952491,-0.9308076947076896,Friday,Rand Choice 1,1.631668884161841,,48034.57462241731,4.051825878031514,G3,constant_value,0.4933362399118064,1.631668884161841,,-1.1226855096670272,0.7528248807569716,-1.3819218026685398,0.3054112154382714,,0
binary_1,Renee,Zimmerman,1960-12-03,934-895-1491x66180,,,,,,460.5295818648065,label num lo 3,4.301411559277834,label num hi 6,q_const_0,0.9442441292402917,3.116799896110654,constant_value,q_const_0,Q4,,1.4508012573641187,-3.602775676515021,1.4508012573641187,,Rand Choice 2,-3.290339942633199,,,,G6,constant_value,2.965055316019585,-3.290339942633199,,1.217630545792463,,,-0.21620086132794644,East,1
binary_1,Lindsey,Rodriguez,2001-10-26,+1-289-574-7711x7508,,,Allenview,,31514,,label num lo 2,5.247653249929163,label num hi 9,q_const_0,0.8598446037452858,-0.058182997534396375,constant_value,q_const_0,Q4,6.407397844231335,2.0670070341319167,0.7458482025657399,2.0670070341319167,Sunday,Rand Choice 1,-2.0266366775759543,,55520.19838244394,,,constant_value,0.6553083970439562,-2.0266366775759543,0.9530866095174659,0.2470002176932889,0.7217287581503494,-0.06799852719872201,1.6964221719004837,,1
,Mariah,,,,kschmidt@example.com,582 Mills Ports,West Briannaville,,,183.39489793830467,label num lo 3,0.31910505683235924,,q_const_0,,,constant_value,q_const_0,Q3,2.5627579243186815,0.08102980154775674,-0.22501883749623441,0.08102980154775674,Friday,Rand Choice 2,0.2595089820664267,High,39774.50513004174,2.5029495258577095,G4,constant_value,-0.8840884444110915,0.2595089820664267,0.5236151436916194,-0.3153599358252693,,-0.16295040819643095,0.00631625350654416,North,1
binary_1,Jessica,Anderson,1946-08-29,(655)957-9671x452,,,West Max,,,,label num lo 2,-0.3265879599052023,label num hi 11,q_const_0,,3.2493464269800243,constant_value,q_const_0,,3.2860947800635354,-0.3887539456874972,0.4746550891760655,-0.3887539456874972,Wednesday,Rand Choice 2,-0.9601279732339767,,43881.50062912633,7.457592189416296,G4,constant_value,3.997529549136604,-0.9601279732339767,0.12907479319879273,0.5684477199594932,0.9556619005886137,,,East,0
binary_2,Michael,,,894-373-1489,,,East Valerie,,80782,414.4844617573865,label num lo 3,-1.423203416516624,label num hi 2,q_const_0_2,0.33556323259650767,-2.4990143556155324,constant_value,q_const_0_2,Q2,,-0.43362008525108187,0.5777962246051928,-0.43362008525108187,,Rand Choice 1,2.426086223343183,,39553.80864352202,3.7096624666695166,,constant_value,-3.831116099629152,2.426086223343183,0.43645393284610995,-0.2272571932484085,,,,,0
binary_2,,Parrish,,,,2538 Peterson Extensions,Millerside,NY,29025,357.373514602896,,-2.7372271713814937,label num hi 6,q_const_0,0.18453786362594038,3.9174506769984045,constant_value,q_const_0,Q1,,-1.5472250167552453,1.2493888375426352,-1.5472250167552453,Friday,Rand Choice 1,-1.1979716340773738,Low,58306.56152257662,2.028377259404301,G2,constant_value,1.9379743778039042,-1.1979716340773738,0.08142397321747208,1.9365044617941662,,,,,0
binary_1,Monica,Gordon,,,,5982 William Cliff,Laneville,,,251.89589767155292,label num lo 1,-2.4130085829519676,label num hi 3,q_const_0,0.6049669896406795,2.028927058177749,constant_value,q_const_0,Q1,,-1.2144469551568595,-0.8613837950295207,-1.2144469551568595,Monday,Rand Choice 1,0.11666873188177418,,77203.28256672347,,G3,constant_value,0.12471717625735601,0.11666873188177418,,-0.5904710104982881,,-1.1461565781930025,,,0
,Jimmy,Alexander,,620.656.7482x5710,,26057 Allison Circles Apt. 867,South Amberville,,,464.51447301361094,,-1.551585369978056,,q_const_0,,0.12053235624339464,constant_value,q_const_0,Q2,,-0.6447783965400544,-2.1849506247283887,-0.6447783965400544,,Rand Choice 2,1.3301372840786625,Low,51051.81901627914,6.333920163072857,G3,constant_value,1.9561529879157629,1.3301372840786625,,0.5810062296092426,-0.3290481699745043,,,,0
binary_1,Bonnie,Beck,2022-01-07,,beanjohnny@example.com,803 Rivera Motorway,Johnsonview,,,,label num lo 2,0.0734033879745219,label num hi 1,q_const_0,,,constant_value,q_const_0,Q3,,-0.16128878381921352,1.7079750926146469,-0.16128878381921352,Wednesday,,-0.665227145810336,High,54030.038345942354,,G4,constant_value,-0.9845376574957698,-0.665227145810336,,0.5789933434103005,,-0.49290538943490103,,,0
binary_1,Jennifer,,,565-233-4345x975,,27195 Brandy Village Suite 238,Cynthiafurt,,,247.30623095235723,label num lo 3,1.2244644052738662,,q_const_0,0.5033796503275122,0.3735009451592197,constant_value,q_const_0,Q3,2.127373033081186,0.32954461318114314,,0.32954461318114314,Sunday,Rand Choice 2,-1.003398424787518,High,47151.25788688122,4.6713892424954935,G5,constant_value,-3.5984793344041552,-1.003398424787518,0.37675437178175286,-0.28613288764149997,,-0.7661187386222919,0.07829939292551387,,1
binary_2,Earl,Williams,1946-04-20,001-451-792-5853x20274,jacob03@example.org,74971 Davis Underpass,West Nancy,,,,label num lo 3,-0.5100448035827427,label num hi 1,q_const_0,,4.295677979236931,constant_value,q_const_0,Q2,,-0.47677322315346016,0.031170480820005345,-0.47677322315346016,Wednesday,Rand Choice 2,-0.9771861192032035,Low,,,G4,constant_value,1.2195698508100727,-0.9771861192032035,0.2125732798026515,0.283713290408281,1.1144948905220755,0.31361533771402994,0.43882671537306867,,0
,Norman,Nielsen,2018-08-01,,richardburton@example.net,229 Austin Inlet,Hendersonland,WY,,394.2709075372681,label num lo 3,1.8402246618511735,label num hi 5,q_const_0,0.11783168771663693,3.127553600970347,constant_value,q_const_0,Q3,,0.7048517946407835,-0.31099384421931286,0.7048517946407835,Tuesday,Rand Choice 2,-0.3672097975303532,,36496.61120170598,4.254063341837309,G5,constant_value,-2.573079986228168,-0.3672097975303532,0.7745998875937836,-1.0745240979314248,,,-1.379968054907312,,1
binary_1,Emily,Harrison,1998-10-22,,,56555 Amber Camp Apt. 500,Kristamouth,,,368.724404206589,label num lo 3,0.28505044662694906,,q_const_0,0.2902692869880601,,constant_value,q_const_0,,,0.03835220406982376,0.2476800278365363,0.03835220406982376,Tuesday,Rand Choice 1,0.06544245839929441,,57287.40352101425,2.6846063870075745,G4,constant_value,1.0977902320435036,0.06544245839929441,0.15090168656902753,0.02277565455551398,-1.057302658371182,0.6773177601468499,,,1
,Roberta,Hale,1969-03-04,(421)409-1548,,7823 Patricia Shores,Collinsshire,TX,25472,,label num lo 3,8.228605189249649,,q_const_0,0.9235433401291048,2.185051807123318,constant_value,q_const_0,,,3.4193940816049477,0.7645024179489764,3.4193940816049477,Saturday,Rand Choice 2,-2.313489660808804,High,48138.93720890838,,G6,constant_value,7.759592815953255,-2.313489660808804,,1.5225858175962048,-1.5057679352012643,1.0048097253808914,-0.9683192075428019,West,1
binary_1,Holly,Gardner,,,,0346 Scott Divide,South Jack,FL,,351.0709647320216,label num lo 2,0.24612727880812002,label num hi 4,q_const_0,0.6643722139991887,1.0871020375288958,constant_value,q_const_0,Q3,,-0.04004040718033264,-2.1773816445133622,-0.04004040718033264,Tuesday,Rand Choice 1,-0.37100435099479534,High,58275.55748432417,6.853735604047618,G4,constant_value,2.1910381189748565,-0.37100435099479534,,0.9939884936754958,-0.30558341823475055,,,North,1
binary_2,,,2024-05-02,+1-816-762-6887x702,,,Port Juliehaven,,,453.6361751240686,label num lo 1,8.54296336521608,,q_const_0,,,constant_value,q_const_0,Q4,,3.547011321336515,1.7701376986027886,3.547011321336515,Saturday,Rand Choice 1,-2.4524549056930836,High,57874.802846376166,-2.6416408248456222,G6,constant_value,7.140433663237172,-2.4524549056930836,0.9576463744528357,-1.3423130442384597,-1.7032136939342257,,,West,1
binary_1,,,,(880)204-0494x08187,leeconnie@example.net,,East Davidberg,,,,label num lo 2,-4.700906344131794,label num hi 12,q_const_0,0.42255689068872193,,constant_value,q_const_0,Q1,,-2.510282567290737,3.9380752964420966,-2.510282567290737,Monday,Rand Choice 1,-1.532181706927974,Low,61926.52734731975,,G1,constant_value,-4.611135265954873,-1.532181706927974,,0.825923946549601,,,-0.04799942968122277,,0
binary_1,Carrie,,1950-07-06,,,0667 Nicole Avenue,West Kimberlytown,,,311.422861700242,label num lo 1,-3.0116432254074734,label num hi 11,q_const_0,0.2673113712387778,-0.5144031185962596,constant_value,q_const_0,Q1,,-1.6587103622990578,1.774370050324671,-1.6587103622990578,Tuesday,Rand Choice 1,-1.0772652182403666,Low,47715.54956048133,,G2,constant_value,0.6520504270877114,-1.0772652182403666,0.47827739004699343,1.2443464767591859,,1.4274390856667039,-1.733683898326475,North,1
